make,manufactured,reg_date,type_of_vehicle,transmission,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
mini,2019.0,2020.0,sports car,auto,141.0,1998.0,2.0,14830.0,36001.0,1210.0,65989.0,23000.0,39863.0,47809.0,162800.0
nissan,2016.0,2016.0,suv,auto,106.0,1997.0,1.0,11340.0,57002.0,1210.0,47311.0,69588.0,23227.0,24518.0,76800.0
honda,2007.0,2007.0,mid-sized sedan,auto,114.0,1998.0,1.0,7500.0,50972.0,1694.0,30583.0,115000.0,21902.0,24093.0,49500.0
mercedes-benz,2017.0,2017.0,luxury sedan,auto,200.0,2996.0,1.0,25680.0,54405.0,2382.0,132614.0,80000.0,90326.0,134587.0,238500.0
toyota,2017.0,2017.0,suv,auto,111.0,1986.0,1.0,12930.0,53711.0,1196.0,59782.0,86370.0,33959.0,34543.0,108700.0
bmw,2020.0,2021.0,hatchback,auto,80.0,1499.0,1.0,10950.0,32699.0,684.0,56775.0,5482.0,30691.0,34968.0,131800.0
honda,2020.0,2021.0,suv,auto,96.0,1496.0,1.0,9110.0,41801.0,682.0,48443.0,68.0,23790.0,10306.0,103300.0
honda,2016.0,2017.0,suv,auto,96.0,1496.0,2.0,10520.0,48401.0,682.0,35970.0,58228.0,21894.0,12652.0,70300.0
toyota,2018.0,2018.0,suv,auto,120.0,2693.0,1.0,21170.0,39000.0,2026.0,68142.0,25500.0,44540.0,54356.0,193400.0
nissan,2017.0,2018.0,suv,auto,85.0,1197.0,1.0,10390.0,38830.0,508.0,40832.0,44898.0,20143.0,20201.0,86700.0
honda,2018.0,2019.0,mid-sized sedan,auto,127.0,1498.0,1.0,11990.0,36667.0,684.0,48829.0,37000.0,26720.0,29408.0,116100.0
lexus,2018.0,2018.0,luxury sedan,auto,135.0,2494.0,1.0,15840.0,36000.0,1792.0,56652.0,64400.0,36195.0,42673.0,142800.0
kia,2017.0,2017.0,suv,auto,103.6,1580.0,1.0,11910.0,49000.0,732.0,34146.0,29999.0,26893.0,5000.0,85600.0
mercedes-benz,2014.0,2015.0,luxury sedan,auto,155.0,1991.0,1.0,17420.0,75289.0,1202.0,59823.0,83696.0,46713.0,52399.0,94400.0
mitsubishi,2006.0,2007.0,sports car,manual,206.0,1997.0,6.0,27980.0,52660.0,1815.0,28566.0,110000.0,29063.0,29579.0,167000.0
toyota,2014.0,2014.0,mpv,auto,105.0,1798.0,2.0,11590.0,74389.0,976.0,37778.0,99000.0,23454.0,19836.0,53600.0
hyundai,2008.0,2008.0,mid-sized sedan,auto,89.7,1591.0,2.0,6540.0,14835.0,959.0,6576.0,143000.0,11920.0,11920.0,16000.0
aston martin,2020.0,2020.0,sports car,auto,405.0,3982.0,1.0,66020.0,49500.0,3922.0,265026.0,6740.0,182763.0,300974.0,844800.0
nissan,2017.0,2017.0,hatchback,auto,85.0,1197.0,1.0,8930.0,42900.0,508.0,31609.0,42280.0,17527.0,7527.0,63600.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,115.0,1497.0,1.0,16890.0,35001.0,684.0,62236.0,9000.0,34922.0,40891.0,190100.0
bmw,2010.0,2010.0,luxury sedan,auto,150.0,2497.0,2.0,8020.0,34935.0,1976.0,31805.0,204000.0,39742.0,39742.0,80300.0
volvo,2014.0,2014.0,hatchback,auto,84.0,1560.0,1.0,11180.0,67889.0,1144.0,28325.0,101000.0,23641.0,10098.0,45000.0
mercedes-benz,2010.0,2010.0,luxury sedan,auto,135.0,1796.0,2.0,8280.0,38216.0,1071.0,35085.0,149000.0,45292.0,45292.0,83600.0
lamborghini,2014.0,2015.0,sports car,auto,449.0,5204.0,5.0,103410.0,71921.0,5834.0,329384.0,38000.0,274800.0,466640.0,675200.0
bmw,2015.0,2015.0,sports car,auto,250.0,2979.0,3.0,21400.0,69001.0,2362.0,69486.0,73000.0,52853.0,67136.0,129800.0
honda,2019.0,2019.0,mpv,auto,101.0,1496.0,1.0,10830.0,37912.0,682.0,43366.0,22000.0,27547.0,20566.0,108700.0
mercedes-benz,2014.0,2014.0,hatchback,auto,90.0,1595.0,2.0,14600.0,63190.0,740.0,28942.0,65142.0,22897.0,14056.0,58100.0
toyota,2017.0,2017.0,mpv,auto,134.0,2494.0,1.0,17760.0,54000.0,1792.0,73023.0,88800.0,45431.0,55604.0,143900.0
honda,2018.0,2019.0,hatchback,auto,101.0,1496.0,1.0,8940.0,35870.0,682.0,35171.0,9255.0,18660.0,8660.0,83400.0
mini,2012.0,2012.0,sports car,auto,135.0,1598.0,3.0,21000.0,69000.0,742.0,23376.0,140000.0,28237.0,28237.0,41800.0
honda,2019.0,2019.0,hatchback,auto,73.0,1317.0,1.0,8280.0,31759.0,578.0,30044.0,39600.0,15730.0,5730.0,77000.0
bmw,2018.0,2019.0,suv,auto,103.0,1499.0,1.0,13100.0,36961.0,684.0,58954.0,50574.0,35224.0,41314.0,131800.0
porsche,2016.0,2017.0,sports car,auto,368.0,3996.0,2.0,96510.0,48209.0,3944.0,283014.0,4049.0,205628.0,342131.0,769900.0
honda,2014.0,2015.0,hatchback,auto,96.0,1498.0,2.0,12210.0,65889.0,684.0,25544.0,77100.0,14876.0,5000.0,48200.0
honda,2008.0,2010.0,hatchback,auto,73.0,1339.0,2.0,7610.0,16438.0,708.0,12439.0,100000.0,19038.0,19038.0,31700.0
mercedes-benz,2015.0,2016.0,luxury sedan,auto,200.0,2996.0,1.0,28280.0,49501.0,2382.0,117010.0,68000.0,89988.0,133979.0,219800.0
suzuki,2007.0,2008.0,hatchback,auto,66.0,1242.0,3.0,8360.0,21485.0,748.0,6169.0,145000.0,11140.0,12254.0,13200.0
porsche,2018.0,2019.0,suv,auto,185.0,1984.0,1.0,27740.0,34509.0,1194.0,91286.0,24800.0,63964.0,87136.0,277200.0
mazda,2017.0,2017.0,mpv,auto,111.0,1998.0,1.0,9710.0,55000.0,1210.0,45435.0,54385.0,17509.0,17509.0,72400.0
bmw,2013.0,2014.0,luxury sedan,auto,100.0,1598.0,1.0,14790.0,77501.0,742.0,37356.0,84100.0,35246.0,31345.0,58100.0
toyota,2008.0,2009.0,mid-sized sedan,auto,81.0,1496.0,4.0,8290.0,15256.0,887.0,8761.0,138000.0,18354.0,18354.0,26200.0
mercedes-benz,2019.0,2020.0,sports car,auto,310.0,1991.0,1.0,30770.0,30890.0,1202.0,97139.0,50.0,67901.0,94222.0,341900.0
toyota,2018.0,2018.0,suv,auto,90.0,1797.0,1.0,10650.0,33900.0,974.0,30566.0,62155.0,27023.0,9833.0,85600.0
mercedes-benz,2015.0,2016.0,mpv,auto,140.0,2143.0,1.0,17630.0,62140.0,2038.0,88826.0,90200.0,64244.0,87640.0,134000.0
honda,2016.0,2017.0,mpv,auto,101.0,1496.0,1.0,12880.0,50621.0,682.0,31779.0,52145.0,25456.0,5000.0,81200.0
bmw,2019.0,2019.0,suv,auto,103.0,1499.0,1.0,14220.0,39400.0,684.0,59923.0,19385.0,35726.0,42017.0,147200.0
volkswagen,2013.0,2014.0,mid-sized sedan,auto,90.0,1390.0,3.0,8650.0,45890.0,120.0,20240.0,93000.0,20937.0,11312.0,34100.0
toyota,2012.0,2012.0,mpv,auto,125.0,2362.0,3.0,13710.0,80101.0,1638.0,23972.0,100000.0,35783.0,35783.0,31100.0
bmw,2011.0,2011.0,luxury sedan,auto,150.0,2497.0,3.0,9420.0,47701.0,1976.0,45466.0,75000.0,46731.0,46731.0,98800.0
mazda,2016.0,2017.0,luxury sedan,auto,121.0,1998.0,1.0,10780.0,50110.0,1210.0,44330.0,42000.0,20162.0,20227.0,80100.0
honda,2018.0,2018.0,mid-sized sedan,auto,101.0,1496.0,1.0,10110.0,33420.0,682.0,34096.0,41325.0,23116.0,14363.0,85600.0
toyota,2007.0,2007.0,mpv,auto,125.0,2362.0,2.0,8760.0,52473.0,2457.0,31038.0,139000.0,29562.0,32519.0,57000.0
nissan,2009.0,2010.0,mid-sized sedan,auto,80.0,1498.0,3.0,7570.0,15988.0,821.0,10556.0,151528.0,17713.0,17713.0,27500.0
subaru,2018.0,2019.0,suv,auto,115.0,1995.0,1.0,9920.0,36737.0,1208.0,37529.0,8102.0,13778.0,13778.0,95500.0
mazda,2015.0,2015.0,mid-sized sedan,auto,88.0,1496.0,1.0,10800.0,61000.0,682.0,26580.0,89000.0,14542.0,5000.0,48200.0
mercedes-benz,2015.0,2015.0,luxury sedan,auto,115.0,1595.0,3.0,16940.0,71509.0,740.0,55232.0,78000.0,39409.0,42173.0,95700.0
hyundai,2018.0,2018.0,mid-sized sedan,auto,93.8,1591.0,2.0,8460.0,28000.0,738.0,28174.0,35000.0,10951.0,10951.0,72400.0
mercedes-benz,2012.0,2012.0,luxury sedan,auto,115.0,1595.0,1.0,17350.0,68000.0,740.0,25139.0,131000.0,30160.0,30160.0,40600.0
audi,2015.0,2015.0,sports car,auto,169.0,1984.0,4.0,19980.0,60003.0,1194.0,72368.0,44000.0,52296.0,66133.0,132000.0
mazda,2016.0,2016.0,luxury sedan,auto,141.0,2488.0,1.0,10650.0,49000.0,1786.0,43702.0,45000.0,26836.0,29571.0,71300.0
toyota,2016.0,2017.0,mpv,auto,125.0,2362.0,1.0,15840.0,48209.0,1638.0,57667.0,47262.0,35414.0,41580.0,118600.0
honda,2019.0,2019.0,hatchback,auto,73.0,1317.0,1.0,6940.0,11589.0,78.0,13892.0,19900.0,16115.0,6115.0,64700.0
audi,2020.0,2020.0,suv,auto,110.0,1395.0,1.0,15570.0,37102.0,624.0,56390.0,12788.0,27743.0,30841.0,170500.0
subaru,2020.0,2020.0,mid-sized sedan,auto,115.0,1995.0,1.0,9510.0,30890.0,1208.0,36387.0,40000.0,13377.0,13377.0,96600.0
mercedes-benz,2007.0,2007.0,luxury sedan,auto,200.0,3498.0,4.0,13360.0,50347.0,4746.0,28194.0,183000.0,94013.0,103415.0,82300.0
audi,2018.0,2018.0,sports car,auto,140.0,1984.0,2.0,21430.0,31000.0,1194.0,69043.0,30000.0,50838.0,63509.0,197800.0
porsche,2015.0,2015.0,sports car,auto,228.0,3605.0,1.0,32440.0,59889.0,3332.0,144582.0,34000.0,110262.0,170472.0,244200.0
subaru,2015.0,2015.0,suv,auto,177.0,1998.0,2.0,12120.0,58190.0,1210.0,37248.0,87000.0,18457.0,18457.0,65900.0
mitsubishi,2018.0,2018.0,mid-sized sedan,auto,59.0,1193.0,3.0,7630.0,33798.0,506.0,27436.0,27000.0,13428.0,5000.0,61600.0
peugeot,2018.0,2018.0,stationwagon,auto,96.0,1199.0,1.0,8800.0,25000.0,508.0,34649.0,55000.0,21414.0,21980.0,82500.0
volkswagen,2018.0,2019.0,hatchback,auto,92.0,1395.0,1.0,10600.0,32309.0,624.0,46326.0,29000.0,24644.0,26502.0,110000.0
mitsubishi,2007.0,2007.0,mid-sized sedan,manual,79.0,1584.0,2.0,9510.0,22041.0,1028.0,4638.0,179928.0,11254.0,12380.0,11000.0
renault,2017.0,2018.0,mid-sized sedan,auto,97.0,1197.0,1.0,10130.0,38000.0,508.0,39948.0,55718.0,19990.0,19990.0,84200.0
honda,2017.0,2017.0,hatchback,auto,95.0,988.0,1.0,10650.0,38200.0,390.0,39598.0,59688.0,27505.0,20507.0,85600.0
subaru,2016.0,2016.0,suv,auto,177.0,1998.0,1.0,11640.0,56410.0,1210.0,45039.0,128000.0,20804.0,21126.0,77900.0
mercedes-benz,2019.0,2020.0,suv,auto,115.0,1595.0,1.0,16300.0,37900.0,740.0,65306.0,31272.0,37659.0,44723.0,174900.0
porsche,2013.0,2013.0,suv,auto,220.0,3598.0,2.0,38600.0,84578.0,3322.0,85386.0,87398.0,77581.0,111646.0,153800.0
audi,2014.0,2014.0,luxury sedan,auto,90.0,1395.0,2.0,18150.0,65710.0,624.0,28693.0,103049.0,27205.0,15087.0,68000.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,100.0,1332.0,1.0,16270.0,30890.0,586.0,63316.0,25000.0,41045.0,49463.0,179100.0
honda,2007.0,2007.0,mid-sized sedan,auto,103.0,1799.0,1.0,8220.0,50972.0,1369.0,30332.0,37971.0,19453.0,21399.0,53800.0
mercedes-benz,2015.0,2015.0,luxury sedan,auto,90.0,1595.0,1.0,15350.0,62002.0,740.0,36749.0,79300.0,28824.0,22354.0,72800.0
bmw,2020.0,2021.0,suv,auto,185.0,1998.0,1.0,22290.0,47001.0,1210.0,87057.0,3881.0,53383.0,68090.0,271500.0
nissan,2015.0,2016.0,suv,auto,85.0,1197.0,1.0,10150.0,46009.0,508.0,30746.0,88338.0,18454.0,13454.0,59200.0
bmw,2017.0,2018.0,mpv,auto,75.0,1499.0,1.0,12020.0,39903.0,684.0,52009.0,85000.0,30858.0,35202.0,104300.0
hyundai,2017.0,2017.0,mid-sized sedan,auto,93.8,1591.0,1.0,9250.0,46778.0,738.0,39267.0,56848.0,15088.0,15088.0,69100.0
honda,2016.0,2017.0,mid-sized sedan,auto,92.0,1597.0,1.0,10630.0,50951.0,742.0,43158.0,60000.0,20640.0,20896.0,74600.0
porsche,2012.0,2012.0,sports car,auto,220.0,3605.0,3.0,60740.0,83000.0,3332.0,59680.0,113000.0,104762.0,104762.0,116400.0
toyota,2017.0,2017.0,mpv,auto,79.0,1496.0,1.0,10060.0,48556.0,682.0,40577.0,91000.0,17629.0,17629.0,72300.0
lexus,2019.0,2019.0,suv,auto,175.0,1998.0,1.0,20610.0,39406.0,1210.0,86220.0,21500.0,56318.0,73373.0,219800.0
honda,2016.0,2017.0,hatchback,auto,96.0,1498.0,1.0,9040.0,45201.0,684.0,36247.0,54223.0,17978.0,12978.0,65500.0
bmw,2013.0,2014.0,luxury sedan,auto,135.0,1997.0,2.0,17080.0,69001.0,1210.0,55200.0,128890.0,47240.0,53136.0,85800.0
mercedes-benz,2014.0,2014.0,luxury sedan,auto,155.0,1991.0,2.0,17920.0,84001.0,1202.0,56320.0,145000.0,49580.0,56412.0,84500.0
mercedes-benz,2013.0,2013.0,sports car,auto,155.0,1991.0,2.0,31590.0,77600.0,1202.0,49713.0,100500.0,53022.0,62440.0,103200.0
mercedes-benz,2018.0,2019.0,hatchback,auto,120.0,1332.0,1.0,14370.0,34509.0,586.0,56294.0,23000.0,34719.0,40607.0,140700.0
mitsubishi,2016.0,2016.0,suv,auto,123.0,2360.0,1.0,11190.0,53001.0,1636.0,46838.0,90834.0,24240.0,25936.0,77900.0
kia,2009.0,2009.0,mid-sized sedan,auto,92.7,1591.0,1.0,6570.0,30574.0,886.0,25020.0,188000.0,11051.0,11051.0,59200.0
volkswagen,2013.0,2013.0,hatchback,auto,90.0,1395.0,2.0,15930.0,74689.0,624.0,16640.0,55577.0,20925.0,6295.0,34400.0
mitsubishi,2016.0,2016.0,suv,auto,110.0,1998.0,1.0,9650.0,56500.0,1210.0,42421.0,42253.0,18791.0,18791.0,63600.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8270.0,33009.0,738.0,41106.0,45447.0,18272.0,18272.0,85600.0
honda,2009.0,2012.0,hatchback,auto,73.0,1339.0,2.0,9440.0,62600.0,590.0,14499.0,126000.0,19942.0,19942.0,18500.0
honda,2008.0,2008.0,suv,auto,103.0,1799.0,3.0,10940.0,16689.0,1271.0,6648.0,222138.0,18126.0,18126.0,24000.0
kia,2009.0,2009.0,mid-sized sedan,auto,92.7,1591.0,5.0,8190.0,12763.0,959.0,6483.0,97562.0,15355.0,15355.0,22900.0
subaru,2017.0,2017.0,hatchback,auto,84.0,1600.0,2.0,10060.0,41617.0,744.0,35395.0,78566.0,12775.0,12775.0,75700.0
mercedes-benz,2019.0,2020.0,suv,auto,90.0,1595.0,1.0,12640.0,31210.0,740.0,48321.0,18881.0,26229.0,28721.0,135100.0
mini,2014.0,2014.0,sports car,auto,141.0,1998.0,3.0,15900.0,73810.0,1210.0,36135.0,86000.0,30949.0,25329.0,63600.0
volkswagen,2020.0,2020.0,hatchback,auto,92.0,1395.0,1.0,10020.0,37690.0,624.0,49900.0,9000.0,19998.0,19998.0,113100.0
honda,2015.0,2016.0,suv,auto,96.0,1496.0,1.0,10100.0,53334.0,682.0,34365.0,48000.0,20816.0,11143.0,61500.0
hyundai,2019.0,2019.0,hatchback,auto,95.6,1353.0,1.0,9380.0,33009.0,600.0,40799.0,22000.0,17850.0,17850.0,95500.0
toyota,2008.0,2008.0,suv,auto,80.0,1495.0,4.0,12150.0,15142.0,887.0,6430.0,170000.0,15199.0,15199.0,28400.0
mercedes-benz,2020.0,2021.0,suv,auto,286.0,2999.0,1.0,32100.0,49300.0,2384.0,125764.0,652.0,73456.0,104221.0,398200.0
mitsubishi,2008.0,2008.0,sports car,auto,206.0,1998.0,3.0,18170.0,38712.0,1694.0,25974.0,140000.0,36802.0,40483.0,134100.0
nissan,2008.0,2009.0,mid-sized sedan,auto,80.0,1498.0,1.0,8200.0,13024.0,889.0,6287.0,98000.0,21107.0,21107.0,21800.0
toyota,2015.0,2016.0,mpv,auto,80.0,1496.0,1.0,10540.0,45002.0,682.0,29281.0,67000.0,18842.0,13842.0,58100.0
honda,2017.0,2017.0,mpv,auto,129.0,2356.0,1.0,14000.0,54406.0,1630.0,57485.0,29552.0,30764.0,35070.0,107600.0
nissan,2014.0,2015.0,mpv,auto,125.0,2488.0,2.0,13360.0,76612.0,1786.0,55556.0,99500.0,36157.0,42620.0,76900.0
mercedes-benz,2018.0,2019.0,suv,auto,155.0,1991.0,1.0,21500.0,35403.0,1202.0,77212.0,20000.0,53085.0,67553.0,214500.0
honda,2008.0,2009.0,stationwagon,auto,81.0,1496.0,3.0,6290.0,25525.0,887.0,19406.0,136000.0,15432.0,15432.0,52600.0
subaru,2018.0,2018.0,mid-sized sedan,auto,115.0,1995.0,1.0,8990.0,36000.0,1208.0,35613.0,65000.0,14673.0,14673.0,75700.0
porsche,2019.0,2020.0,suv,auto,180.0,1984.0,1.0,26700.0,40301.0,1194.0,113672.0,5000.0,76447.0,109605.0,328800.0
bmw,2021.0,2021.0,hatchback,auto,80.0,1499.0,1.0,11290.0,47821.0,684.0,73750.0,232.0,31169.0,35637.0,141700.0
mitsubishi,2006.0,2006.0,mpv,auto,121.0,2378.0,1.0,7250.0,48479.0,2484.0,23336.0,190000.0,23473.0,25821.0,38400.0
bmw,2014.0,2015.0,luxury sedan,auto,135.0,1997.0,2.0,15180.0,71509.0,1210.0,59355.0,113000.0,44370.0,49118.0,91100.0
bmw,2017.0,2017.0,suv,auto,135.0,1997.0,1.0,17730.0,49802.0,1210.0,58657.0,66000.0,33704.0,39186.0,136200.0
audi,2010.0,2010.0,sports car,auto,200.0,1984.0,6.0,11690.0,35416.0,1433.0,30244.0,110000.0,62817.0,62817.0,109800.0
bmw,2020.0,2021.0,luxury sedan,auto,115.0,1998.0,1.0,16160.0,49001.0,1210.0,83470.0,1920.0,41367.0,49914.0,194500.0
honda,2017.0,2017.0,suv,auto,96.0,1496.0,1.0,10170.0,42900.0,682.0,39606.0,42500.0,22368.0,18316.0,77600.0
bmw,2010.0,2011.0,sports car,auto,225.0,2979.0,5.0,12240.0,40014.0,2598.0,36868.0,154000.0,53615.0,53615.0,124100.0
jaguar,2016.0,2017.0,luxury sedan,auto,250.0,2995.0,4.0,18100.0,52600.0,2380.0,73813.0,54000.0,48995.0,60593.0,140800.0
chevrolet,2016.0,2017.0,mid-sized sedan,auto,86.0,1598.0,1.0,7830.0,46778.0,742.0,38406.0,52000.0,13922.0,13922.0,59200.0
honda,2017.0,2017.0,suv,auto,96.0,1496.0,1.0,9610.0,41617.0,682.0,36626.0,95000.0,19416.0,14416.0,73500.0
bmw,2016.0,2016.0,hatchback,auto,85.0,1496.0,2.0,11800.0,46009.0,1082.0,28493.0,55685.0,23752.0,10253.0,65800.0
mercedes-benz,2019.0,2020.0,luxury sedan,auto,115.0,1497.0,1.0,16460.0,35889.0,684.0,74640.0,24925.0,46412.0,56977.0,192300.0
toyota,2015.0,2016.0,mpv,auto,134.0,2493.0,1.0,18380.0,57508.0,1792.0,59536.0,72000.0,37574.0,44604.0,124100.0
mercedes-benz,2015.0,2016.0,luxury sedan,auto,135.0,1991.0,2.0,17470.0,60001.0,1202.0,72397.0,68375.0,51956.0,65521.0,121000.0
mercedes-benz,2017.0,2018.0,sports car,auto,384.0,3982.0,1.0,59890.0,39000.0,3922.0,229079.0,14850.0,166430.0,271574.0,578400.0
kia,2009.0,2009.0,mid-sized sedan,manual,92.7,1591.0,4.0,6080.0,12763.0,959.0,6637.0,139511.0,11706.0,10819.0,17400.0
suzuki,2008.0,2008.0,hatchback,auto,74.0,1490.0,2.0,7360.0,13786.0,884.0,6330.0,114000.0,14127.0,14127.0,18600.0
jaguar,2018.0,2018.0,suv,auto,183.0,1997.0,1.0,16580.0,32551.0,1210.0,55546.0,22000.0,37152.0,44013.0,150500.0
bentley,2013.0,2013.0,sports car,auto,373.0,3993.0,1.0,116660.0,91910.0,3940.0,141927.0,11400.0,230067.0,230067.0,341000.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,135.0,1991.0,1.0,18160.0,32200.0,1202.0,81520.0,71000.0,57519.0,75535.0,195800.0
mercedes-benz,2018.0,2019.0,luxury sedan,auto,270.0,2996.0,1.0,34100.0,36961.0,2382.0,146629.0,48100.0,103294.0,157930.0,372900.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,10940.0,38610.0,976.0,31558.0,69000.0,19953.0,19953.0,65800.0
mazda,2017.0,2018.0,hatchback,auto,88.0,1496.0,1.0,9510.0,38200.0,682.0,37644.0,44849.0,17511.0,17511.0,76800.0
honda,2015.0,2015.0,suv,auto,96.0,1496.0,2.0,10380.0,55399.0,682.0,28872.0,130000.0,18765.0,8765.0,51700.0
honda,2016.0,2016.0,mid-sized sedan,auto,127.0,1498.0,2.0,12570.0,56500.0,684.0,48000.0,108000.0,26990.0,24786.0,85600.0
toyota,2020.0,2021.0,suv,auto,72.0,996.0,1.0,9660.0,41801.0,392.0,45921.0,88.0,21126.0,6577.0,107800.0
nissan,2016.0,2017.0,suv,auto,106.0,1997.0,1.0,10030.0,35807.0,710.0,38822.0,50000.0,23955.0,25537.0,74700.0
hyundai,2018.0,2018.0,mid-sized sedan,auto,93.8,1591.0,1.0,8620.0,31997.0,738.0,33389.0,70000.0,14585.0,14585.0,74600.0
honda,2016.0,2016.0,suv,auto,96.0,1496.0,4.0,10010.0,45504.0,682.0,29118.0,97800.0,20600.0,10840.0,58100.0
mercedes-benz,2016.0,2016.0,sports car,auto,340.0,3982.0,3.0,48960.0,38610.0,3922.0,181108.0,42000.0,144785.0,232613.0,382900.0
mazda,2015.0,2015.0,mid-sized sedan,auto,88.0,1496.0,2.0,10340.0,56989.0,682.0,31672.0,70000.0,14982.0,9982.0,54800.0
audi,2015.0,2016.0,luxury sedan,auto,110.0,1395.0,1.0,13450.0,38610.0,624.0,36181.0,78475.0,32106.0,26949.0,81200.0
bmw,2017.0,2018.0,luxury sedan,auto,100.0,1499.0,1.0,13780.0,44000.0,684.0,57408.0,60000.0,33947.0,39526.0,120500.0
bentley,2016.0,2016.0,suv,auto,447.0,5950.0,1.0,61490.0,55501.0,7000.0,363066.0,34880.0,263374.0,446074.0,592800.0
citroen,2018.0,2018.0,suv,auto,81.0,1199.0,1.0,8190.0,25000.0,508.0,30926.0,35000.0,17025.0,17025.0,74800.0
honda,2008.0,2008.0,mpv,auto,103.0,1799.0,6.0,8490.0,18444.0,1369.0,6953.0,165033.0,18063.0,18063.0,17600.0
honda,2018.0,2018.0,stationwagon,auto,101.0,1496.0,1.0,10250.0,39000.0,682.0,29713.0,44126.0,21695.0,5000.0,77900.0
toyota,2016.0,2016.0,mpv,auto,105.0,1798.0,1.0,11370.0,57002.0,976.0,43967.0,55000.0,19955.0,19955.0,74600.0
toyota,2017.0,2017.0,suv,auto,170.0,1998.0,1.0,14450.0,49802.0,1210.0,58432.0,36200.0,33308.0,38632.0,115300.0
mercedes-benz,2016.0,2017.0,luxury sedan,auto,135.0,1991.0,1.0,16580.0,46229.0,1202.0,48220.0,78000.0,31518.0,31126.0,115300.0
mercedes-benz,2016.0,2017.0,suv,auto,155.0,1991.0,2.0,18460.0,54334.0,1202.0,73705.0,59000.0,43730.0,53222.0,157100.0
toyota,2008.0,2008.0,mpv,auto,105.0,1986.0,3.0,9910.0,16689.0,1555.0,6996.0,165200.0,19325.0,19325.0,22900.0
bmw,2017.0,2017.0,luxury sedan,auto,100.0,1499.0,2.0,13720.0,53001.0,684.0,52793.0,32000.0,30481.0,29674.0,103300.0
porsche,2020.0,2021.0,suv,auto,340.0,2995.0,1.0,41360.0,51900.0,2380.0,176083.0,88.0,117943.0,184298.0,531200.0
audi,2019.0,2019.0,suv,auto,85.0,999.0,2.0,11890.0,32725.0,392.0,45066.0,28500.0,23666.0,25133.0,118600.0
bmw,2017.0,2017.0,suv,auto,135.0,1997.0,1.0,17490.0,48001.0,1210.0,57140.0,68000.0,33704.0,39186.0,134000.0
porsche,2013.0,2013.0,suv,auto,180.0,2967.0,2.0,38570.0,75000.0,3336.0,81542.0,107000.0,83040.0,121472.0,150200.0
porsche,2011.0,2011.0,suv,auto,245.0,2995.0,3.0,15530.0,47316.0,2618.0,45657.0,118000.0,112595.0,67557.0,164900.0
bmw,2016.0,2017.0,suv,auto,100.0,1499.0,1.0,14220.0,56340.0,684.0,52583.0,76000.0,30316.0,29443.0,101000.0
mercedes-benz,2014.0,2014.0,luxury sedan,auto,115.0,1595.0,3.0,17060.0,68689.0,740.0,39734.0,114000.0,33297.0,28616.0,73500.0
bmw,2020.0,2020.0,suv,auto,141.0,1998.0,1.0,14820.0,38802.0,1210.0,73147.0,9000.0,42149.0,51009.0,174700.0
lexus,2008.0,2009.0,luxury sedan,auto,218.0,3456.0,3.0,9790.0,31553.0,4030.0,23211.0,186000.0,65256.0,39154.0,79200.0
hyundai,2019.0,2019.0,mid-sized sedan,auto,93.8,1591.0,1.0,8450.0,28589.0,738.0,32270.0,25000.0,12584.0,12584.0,81200.0
toyota,2016.0,2016.0,mpv,auto,105.0,1797.0,1.0,10650.0,57501.0,974.0,45068.0,73224.0,20753.0,21055.0,71300.0
mercedes-benz,2014.0,2015.0,luxury sedan,auto,155.0,1991.0,1.0,16900.0,72002.0,1202.0,54522.0,55500.0,46259.0,46763.0,88000.0
aston martin,2019.0,2019.0,sports car,auto,533.0,5204.0,1.0,86350.0,40101.0,5834.0,419511.0,5000.0,303207.0,517773.0,1078000.0
mini,2010.0,2010.0,hatchback,auto,90.0,1598.0,4.0,6580.0,32875.0,890.0,28966.0,120000.0,20822.0,20822.0,63800.0
toyota,2015.0,2016.0,mid-sized sedan,auto,90.0,1598.0,1.0,10710.0,47889.0,742.0,36528.0,68232.0,19589.0,19589.0,66900.0
mazda,2017.0,2017.0,mid-sized sedan,auto,88.0,1496.0,2.0,9210.0,46489.0,682.0,35130.0,33900.0,14937.0,9937.0,65800.0
honda,2018.0,2018.0,stationwagon,auto,97.0,1496.0,1.0,9590.0,41400.0,682.0,34055.0,56543.0,18097.0,8097.0,75800.0
toyota,2018.0,2018.0,suv,auto,90.0,1797.0,1.0,9420.0,31307.0,974.0,36935.0,48000.0,26950.0,19730.0,84200.0
porsche,2012.0,2012.0,suv,auto,220.0,3598.0,4.0,51800.0,82289.0,3322.0,47745.0,103000.0,79528.0,79528.0,99000.0
bmw,2017.0,2017.0,mid-sized sedan,auto,272.0,2979.0,2.0,25850.0,49012.0,2362.0,94148.0,82000.0,62958.0,85325.0,222000.0
nissan,2019.0,2019.0,mid-sized sedan,auto,85.0,1598.0,1.0,8780.0,28589.0,742.0,35147.0,38618.0,16713.0,16713.0,85600.0
