,make,model,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price
7573,volvo,xc90,2010.0,03-nov-2010,suv,"coe car, direct owner sale, low mileage car",auto,2093.0,154.0,,2521.0,3.0,8010.0,34935.0,2006.0,31805.0,103393.0,52080.0,52080.0,80200.0
7574,kia,sorento,2017.0,16-jul-2018,suv,parf car,auto,2039.0,147.0,diesel,2199.0,2.0,14760.0,31000.0,2126.0,49957.0,64000.0,32941.0,38118.0,132900.0
7575,nissan,note,2019.0,27-sep-2019,hatchback,"parf car, premium ad car, low mileage car",auto,1048.0,58.0,,1198.0,1.0,7340.0,31759.0,508.0,29392.0,13000.0,13465.0,5000.0,68000.0
7576,mazda,3,2010.0,12-aug-2011,mid-sized sedan,"coe car, premium ad car",auto,1275.0,77.0,,1598.0,1.0,7560.0,41823.61992102917,742.0,44184.92604233483,119000.0,21652.0,21652.0,41600.0
7577,mitsubishi,lancer,2009.0,20-may-2009,mid-sized sedan,coe car,auto,1132.0,79.0,,1584.0,2.0,6140.0,13943.0,954.0,7625.0,73207.97487437187,12304.0,12304.0,18500.0
7578,subaru,levorg,2016.0,22-jun-2016,stationwagon,parf car,auto,1630.0,125.0,,1600.0,2.0,12080.0,56000.0,744.0,46238.0,73000.0,25326.0,27457.0,79200.0
7579,audi,a4,2014.0,28-aug-2014,luxury sedan,"parf car, sgcarmart warranty cars",auto,1545.0,125.0,,1798.0,1.0,12810.0,72990.0,976.0,36620.0,114000.0,28970.0,22558.0,54800.0
7580,mercedes-benz,s400l,2014.0,04-feb-2015,luxury sedan,parf car,auto,1935.0,245.0,,2996.0,3.0,27720.0,75289.0,2382.0,121186.0,110000.0,96954.0,146518.0,185700.0
7581,,lancer,2009.0,29-jan-2010,mid-sized sedan,coe car,auto,1313.0,80.0,,1499.0,5.0,8710.0,16184.0,821.0,11103.0,142919.0,18060.0,18060.0,32900.0
7582,mercedes-benz,c180,2016.0,04-aug-2016,luxury sedan,parf car,auto,1425.0,115.0,,1595.0,1.0,16050.0,49156.0,740.0,50145.0,92300.0,35663.0,36929.0,107600.0
7583,toyota,corolla,2016.0,22-apr-2016,mid-sized sedan,parf car,auto,1205.0,90.0,,1598.0,1.0,10070.0,47300.0,742.0,34618.0,73207.97487437187,17982.0,17982.0,61500.0
7584,,wish,2017.0,28-jul-2017,mpv,parf car,auto,1355.0,105.0,,1798.0,1.0,10440.0,49802.0,976.0,44465.0,65000.0,19955.0,19955.0,79000.0
7585,bmw,318i,2017.0,24-aug-2017,luxury sedan,"parf car, premium ad car, low mileage car",auto,1425.0,100.0,,1499.0,2.0,13980.0,53711.0,684.0,57650.0,28000.0,33512.0,33917.0,110900.0
7586,bmw,320i,2020.0,17-feb-2021,luxury sedan,"parf car, almost new car, low mileage car",auto,1495.0,135.0,,1998.0,1.0,18560.0,51900.0,1210.0,92959.0,2800.0,49180.0,60852.0,226400.0
7587,mercedes-benz,cla180,2015.0,23-oct-2015,luxury sedan,"parf car, premium ad car",auto,1430.0,90.0,,1595.0,2.0,15420.0,55889.0,740.0,41505.0,73207.97487437187,28107.0,26350.0,84500.0
7588,bmw,218i,2017.0,14-feb-2018,sports car,"parf car, premium ad car",auto,1520.0,100.0,,1499.0,3.0,17530.0,42322.0,684.0,57394.0,46000.0,34358.0,40102.0,146500.0
7589,,amg,2019.0,26-nov-2020,suv,"parf car, almost new car, hybrid cars",auto,1805.0,200.0,petrol-electric,1991.0,1.0,20330.0,40301.0,1202.0,73106.0,8000.0,45378.0,55530.0,237600.0
7590,mercedes-benz,e250,2017.0,12-dec-2017,luxury sedan,parf car,auto,1615.0,155.0,,1991.0,1.0,19670.0,57414.0,1202.0,93135.0,65781.0,57757.0,75963.0,178100.0
7591,hyundai,accent,2019.0,30-aug-2019,mid-sized sedan,"opc car, parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,1115.0,73.6,,1368.0,1.0,6400.0,15725.0,108.0,19397.0,11000.0,9055.0,9055.0,61400.0
7592,,amg,2011.0,09-feb-2012,sports car,"coe car, premium ad car, low mileage car",auto,1870.0,386.0,,5461.0,3.0,18210.0,40014.0,6236.0,37098.0,56000.0,136191.0,136191.0,185700.0
7593,toyota,estima,2007.0,06-nov-2007,mpv,"coe car, premium ad car, low mileage car",auto,1710.0,125.0,,2362.0,1.0,11860.0,25084.0,2293.0,6006.0,135668.0,26787.0,29466.0,15600.0
7594,bmw,535i,2010.0,28-dec-2010,luxury sedan,"coe car, direct owner sale, low mileage car",auto,1700.0,225.0,,2979.0,4.0,12330.0,34935.0,2598.0,31681.0,102000.0,61025.0,61025.0,123000.0
7595,ssangyong,actyon,2007.0,30-may-2008,suv,"coe car, premium ad car",auto,1957.0,110.0,,2295.0,2.0,7270.0,38712.0,2184.0,25985.0,73207.97487437187,18484.0,12940.0,53700.0
7596,citroen,berlingo,2020.0,30-mar-2021,van,"almost new car, premium ad car",auto,1480.0,133.66807772380292,diesel,1499.0,1.0,8000.0,40890.0,1341.5123687119956,39243.0,73207.97487437187,24010.0,1201.0,84500.0
7597,bmw,x3,2018.0,19-jun-2018,suv,"parf car, consignment car, low mileage car",auto,1660.0,135.0,,1998.0,1.0,19620.0,36000.0,1210.0,62107.0,17697.0,41483.0,50077.0,174700.0
7598,honda,accord,2014.0,30-mar-2016,luxury sedan,parf car,auto,1570.0,129.0,,2356.0,2.0,12120.0,45009.0,1630.0,46299.0,73207.97487437187,31858.0,36602.0,81400.0
7599,kia,sportage,2010.0,20-sep-2010,suv,"coe car, direct owner sale",auto,1500.0,122.0,,1998.0,3.0,6760.0,32914.0,1331.0,29695.0,240000.0,20902.0,20902.0,67100.0
7600,kia,cerato,2017.0,21-jun-2017,mid-sized sedan,"parf car, premium ad car",auto,1295.0,95.3,,1591.0,1.0,8800.0,45201.0,738.0,38090.0,69550.0,16013.0,16013.0,64700.0
7601,mercedes-benz,cla200,2019.0,20-mar-2020,luxury sedan,"parf car, premium ad car",auto,1420.0,120.0,,1332.0,1.0,16120.0,30890.0,586.0,57565.0,24000.0,35326.0,41457.0,174800.0
7602,nissan,nv350,2021.0,23-jul-2021,van,"almost new car, premium ad car",auto,1700.0,133.66807772380292,petrol,1998.0,1.0,5930.0,29292.0,1341.5123687119956,29035.0,73207.97487437187,23795.0,1190.0,64700.0
7603,mercedes-benz,amg,2012.0,15-mar-2012,luxury sedan,"parf car, direct owner sale, low mileage car",auto,1735.0,225.0,,3498.0,1.0,61290.0,65801.0,3164.0,45872.0,89000.0,84496.0,84496.0,83600.0
7604,honda,airwave,2007.0,01-feb-2008,stationwagon,"coe car, premium ad car",auto,1160.0,81.0,,1496.0,4.0,8530.0,21485.0,955.0,5945.0,73207.97487437187,14885.0,16374.0,13000.0
7605,nissan,cabstar,2021.0,08-jul-2021,truck,"almost new car, premium ad car",manual,1640.0,133.66807772380292,petrol,1998.0,1.0,6670.0,32118.0,1341.5123687119956,31704.0,73207.97487437187,22767.0,1139.0,72400.0
7606,,corolla,2011.0,14-sep-2011,mid-sized sedan,coe car,auto,1195.0,90.0,,1598.0,1.0,6580.0,41823.61992102917,742.0,44184.92604233483,123000.0,14797.0,14797.0,72400.0
7607,volkswagen,jetta,2015.0,30-jun-2017,mid-sized sedan,parf car,auto,1417.0,90.0,,1390.0,3.0,9150.0,54556.0,620.0,47383.0,59385.0,21900.0,22660.0,71300.0
7608,mercedes-benz,c180,2012.0,27-aug-2012,sports car,coe car,auto,1505.0,115.0,,1595.0,3.0,8980.0,41823.61992102917,740.0,44184.92604233483,134000.0,32891.0,32891.0,98800.0
7609,nissan,nv200,2020.0,16-jun-2021,van,"almost new car, premium ad car",auto,1220.0,133.66807772380292,petrol,1597.0,1.0,5590.0,34787.0,1341.5123687119956,34129.0,73207.97487437187,22646.0,1133.0,60400.0
7610,bentley,flying,2015.0,01-apr-2017,luxury sedan,"parf car, rare & exotic, premium ad car, low mileage car",auto,2417.0,373.0,,3993.0,3.0,53580.0,53001.0,3940.0,259103.0,41054.0,185514.0,305926.0,498300.0
7611,audi,a6,2015.0,26-oct-2016,stationwagon,"parf car, premium ad car",auto,1710.0,140.0,,1798.0,2.0,16580.0,56410.0,976.0,68388.0,84000.0,43071.0,52300.0,123100.0
7612,,hiace,2017.0,27-oct-2017,van,premium ad car,manual,1700.0,133.66807772380292,diesel,2982.0,2.0,9390.0,35885.0,1341.5123687119956,22082.0,73207.97487437187,28138.0,1407.0,63600.0
7613,,amg,2020.0,01-feb-2021,suv,"parf car, almost new car, premium ad car, low mileage car",auto,1610.0,120.0,,1332.0,1.0,18380.0,49500.0,586.0,72413.0,11.0,39234.0,46928.0,216700.0
7614,toyota,c-hr,2018.0,31-jul-2019,suv,"parf car, premium ad car, low mileage car, hybrid cars",auto,1440.0,90.0,petrol-electric,1797.0,1.0,10180.0,52410.0,974.0,52291.0,20187.0,27272.0,20181.0,100000.0
7615,,avante,2019.0,15-aug-2019,mid-sized sedan,"parf car, low mileage car, sgcarmart warranty cars",auto,1345.0,93.8,,1591.0,1.0,8370.0,32725.0,738.0,37004.0,16422.0,14695.0,14695.0,81200.0
7616,,vios,2006.0,31-aug-2006,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,1020.0,80.0,,1497.0,2.0,6300.0,51518.0,1026.0,25745.0,106500.0,12347.0,7385.0,34600.0
7617,honda,shuttle,2016.0,25-oct-2016,stationwagon,"parf car, low mileage car",auto,1130.0,97.0,,1496.0,1.0,10540.0,50991.0,682.0,32854.0,48000.0,18675.0,8675.0,64700.0
7618,,elantra,2016.0,13-apr-2016,mid-sized sedan,"parf car, premium ad car",auto,1345.0,93.8,,1591.0,2.0,9310.0,46009.0,738.0,33421.0,70500.0,17294.0,17294.0,57000.0
7619,hyundai,getz,2010.0,07-apr-2010,hatchback,"coe car, premium ad car",auto,1055.0,69.9,,1399.0,5.0,5720.0,16519.0,751.0,11441.0,151000.0,8342.0,8342.0,21800.0
7620,mercedes-benz,amg,2021.0,19-aug-2021,sports car,"parf car, rare & exotic, almost new car, premium ad car, hybrid cars",auto,1855.0,200.0,petrol-electric,1991.0,1.0,27000.0,56100.0,1341.5123687119956,137502.0,652.0,75910.0,108638.0,356400.0
7621,mercedes-benz,c180,2014.0,27-jan-2015,luxury sedan,"parf car, premium ad car",auto,1425.0,115.0,,1595.0,1.0,17460.0,74389.0,740.0,43680.0,120000.0,32861.0,28006.0,81200.0
7622,mercedes-benz,cla200,2016.0,08-jun-2017,luxury sedan,"parf car, low mileage car",auto,1395.0,115.0,,1595.0,2.0,15640.0,54405.0,740.0,52678.0,39088.0,29743.0,28641.0,114400.0
7623,volkswagen,polo,2017.0,29-sep-2017,hatchback,parf car,auto,1139.0,66.0,,1197.0,1.0,8230.0,42902.0,508.0,31783.0,70000.0,17617.0,7617.0,59200.0
7624,kia,cerato,2018.0,10-oct-2018,mid-sized sedan,parf car,auto,1287.0,93.8,,1591.0,1.0,8830.0,31997.0,738.0,33200.0,56000.0,13854.0,13854.0,76900.0
7625,mercedes-benz,b180,2017.0,20-sep-2017,hatchback,parf car,auto,1425.0,90.0,,1595.0,1.0,12870.0,45201.0,740.0,44977.0,66000.0,25985.0,23379.0,98800.0
7626,kia,cerato,2019.0,28-jun-2019,mid-sized sedan,"parf car, low mileage car",auto,1287.0,93.8,,1591.0,1.0,9260.0,29159.0,738.0,36775.0,15000.0,18612.0,18612.0,90000.0
7627,kia,cerato,2009.0,25-mar-2009,mid-sized sedan,"coe car, premium ad car",manual,1227.0,92.7,,1591.0,6.0,6010.0,12763.0,959.0,6588.0,180000.0,14406.0,7292.0,17000.0
7628,toyota,fj,2016.0,24-nov-2020,suv,"parf car, almost new car, low mileage car",auto,1960.0,203.0,,3955.0,1.0,20430.0,40301.0,3880.0,74352.0,6836.0,41051.0,49472.0,235200.0
7629,audi,a5,2010.0,23-jun-2011,sports car,"coe car, direct owner sale",auto,1735.0,155.0,,1984.0,6.0,10350.0,32914.0,1313.0,29523.0,131000.0,53848.0,53848.0,102100.0
7630,hyundai,veloster,2012.0,21-dec-2012,hatchback,coe car,auto,1353.0,137.0,,1591.0,3.0,7550.0,41823.61992102917,738.0,44184.92604233483,94000.0,17126.0,17126.0,83000.0
7631,toyota,vios,2008.0,16-sep-2008,mid-sized sedan,"coe car, premium ad car",manual,1075.0,80.0,,1497.0,5.0,8170.0,16170.0,889.0,6654.0,73207.97487437187,11256.0,11256.0,18500.0
7632,nissan,sylphy,2010.0,29-jul-2010,mid-sized sedan,coe car,auto,1175.0,80.0,,1498.0,3.0,7930.0,16438.0,821.0,12844.0,73207.97487437187,17960.0,17960.0,34100.0
7633,mitsubishi,eclipse,2018.0,31-aug-2018,suv,"parf car, sgcarmart warranty cars",auto,1490.0,120.0,,1499.0,1.0,11420.0,34381.0,684.0,45329.0,49499.0,26071.0,28500.0,103200.0
7634,,harrier,2018.0,29-jun-2018,suv,parf car,auto,1695.0,170.0,,1998.0,1.0,13470.0,38700.0,1210.0,52339.0,52092.0,30808.0,35132.0,120800.0
7635,honda,accord,2007.0,09-apr-2007,sports car,"coe car, premium ad car",manual,1390.0,162.0,,1998.0,5.0,14070.0,50347.0,1815.0,28194.0,154000.0,26734.0,29408.0,86700.0
7636,volkswagen,touran,2016.0,11-oct-2016,mpv,"parf car, premium ad car, low mileage car",auto,1288.0,110.0,,1395.0,1.0,13170.0,57903.0,624.0,47649.0,45000.0,26700.0,24380.0,86900.0
7637,kia,picanto,2008.0,21-nov-2008,hatchback,"coe car, low mileage car",manual,852.0,47.1,,1086.0,1.0,6170.0,14835.0,575.0,6641.0,12777.0,7679.0,7679.0,15200.0
7638,skoda,octavia,2019.0,26-nov-2020,mid-sized sedan,"parf car, almost new car, premium ad car, low mileage car",auto,1289.0,110.0,,1395.0,1.0,9780.0,39500.0,624.0,50240.0,6500.0,18870.0,18870.0,110000.0
7639,kia,stinger,2018.0,08-may-2018,luxury sedan,"parf car, premium ad car, low mileage car",auto,1780.0,272.0,,3342.0,1.0,21090.0,39001.0,2920.0,62773.0,27000.0,40596.0,48835.0,182400.0
7640,ford,ranger,2019.0,21-sep-2020,truck,"direct owner sale, almost new car, low mileage car",auto,2380.0,133.66807772380292,diesel,1996.0,1.0,18280.0,23888.0,1341.5123687119956,21682.0,6500.0,20778.0,21090.0,182500.0
7641,bmw,216d,2016.0,01-jul-2016,mpv,"parf car, premium ad car",auto,1480.0,85.0,diesel,1496.0,2.0,12810.0,53694.0,1082.0,43597.0,99700.0,30775.0,25085.0,82100.0
7642,volkswagen,jetta,2010.0,06-sep-2010,mid-sized sedan,"coe car, premium ad car",auto,1329.0,90.0,,1390.0,5.0,7780.0,16095.0,682.0,12823.0,73207.97487437187,20633.0,20633.0,34100.0
7643,toyota,noah,2019.0,13-jun-2019,mpv,"parf car, premium ad car, hybrid cars",auto,1610.0,100.0,petrol-electric,1797.0,1.0,13390.0,42564.0,974.0,54729.0,22500.0,33350.0,28690.0,130700.0
7644,subaru,forester,2016.0,29-aug-2016,suv,"parf car, premium ad car",auto,1566.0,110.0,,1995.0,1.0,10730.0,56500.0,1208.0,40473.0,82111.0,16215.0,16215.0,68100.0
7645,mercedes-benz,cls350,2011.0,01-feb-2012,luxury sedan,"parf car, premium ad car, low mileage car",auto,1735.0,225.0,,3498.0,2.0,14484.37163485071,65700.0,3164.0,44007.0,68900.0,82341.0,82341.0,148500.0
7646,lexus,ct,2011.0,01-nov-2011,hatchback,"parf car, direct owner sale, hybrid cars",auto,1410.0,73.0,petrol-electric,1798.0,4.0,14484.37163485071,65058.0,976.0,13609.0,130000.0,41506.0,24904.0,29600.0
7647,subaru,brz,2012.0,14-jun-2012,sports car,"coe car, premium ad car",auto,1253.0,147.0,,1998.0,2.0,13090.0,47316.0,1210.0,45825.0,145000.0,30698.0,30698.0,139500.0
7648,audi,a5,2010.0,29-sep-2010,luxury sedan,"coe car, premium ad car, low mileage car",auto,1520.0,118.0,,1798.0,3.0,8800.0,33568.0,1074.0,29715.0,98478.0,43316.0,43316.0,85700.0
7649,,hiace,2018.0,01-jun-2018,bus/mini bus,-,auto,2180.0,133.66807772380292,diesel,2754.0,1.0,11290.0,33190.0,1341.5123687119956,22278.0,73207.97487437187,43601.0,2181.0,83400.0
7650,audi,a7,2017.0,05-apr-2018,luxury sedan,"parf car, premium ad car",auto,1730.0,185.0,,1984.0,1.0,19960.0,37605.0,1194.0,81823.0,47000.0,57742.0,75936.0,187000.0
7651,honda,shuttle,2019.0,02-feb-2021,stationwagon,"parf car, almost new car",auto,1130.0,95.0,,1496.0,1.0,8670.0,40609.0,682.0,42216.0,73207.97487437187,20110.0,5154.0,93000.0
7652,honda,vezel,2017.0,26-dec-2017,suv,"parf car, premium ad car",auto,1190.0,96.0,,1496.0,1.0,9690.0,36001.0,682.0,32411.0,46787.0,21997.0,12796.0,74600.0
7653,,cerato,2017.0,22-jan-2018,mid-sized sedan,parf car,auto,1295.0,95.3,,1591.0,2.0,8190.0,38200.0,738.0,33900.0,51240.0,12547.0,12547.0,64700.0
7654,subaru,brz,2013.0,05-feb-2015,sports car,"parf car, premium ad car",auto,1253.0,147.0,,1998.0,2.0,18410.0,76790.0,1210.0,41399.0,105000.0,22153.0,23015.0,82500.0
7655,toyota,vios,2009.0,26-jun-2009,mid-sized sedan,coe car,auto,1110.0,80.0,,1497.0,3.0,7790.0,14920.0,889.0,8355.0,73207.97487437187,13876.0,13876.0,24000.0
7656,,estima,2009.0,17-sep-2009,mpv,"coe car, hybrid cars",auto,1970.0,110.0,petrol-electric,2362.0,4.0,8820.0,35411.0,1966.0,27213.0,73207.97487437187,45504.0,27303.0,74600.0
7657,,avante,2019.0,16-may-2019,mid-sized sedan,parf car,auto,1345.0,93.8,,1591.0,1.0,8730.0,36704.0,738.0,39356.0,40000.0,14664.0,14664.0,82300.0
7658,nissan,x-trail,2016.0,31-oct-2016,suv,parf car,auto,1626.0,106.0,,1997.0,1.0,10710.0,56410.0,1210.0,47629.0,101433.0,23227.0,24518.0,74600.0
7659,toyota,sienta,2008.0,24-jul-2008,mpv,coe car,auto,1210.0,81.0,,1496.0,4.0,8320.0,18583.0,955.0,7097.0,73207.97487437187,12670.0,12670.0,17500.0
7660,honda,jazz,2018.0,13-jun-2018,hatchback,parf car,auto,1052.0,73.0,,1318.0,1.0,9160.0,38510.0,578.0,30311.0,61600.0,15668.0,5668.0,71300.0
7661,bmw,535i,2010.0,23-nov-2010,luxury sedan,coe car,auto,1940.0,225.0,,2979.0,4.0,12060.0,32914.0,2598.0,29695.0,160000.0,67349.0,67349.0,119700.0
7662,skoda,octavia,2019.0,30-jan-2020,mid-sized sedan,"parf car, premium ad car, low mileage car",auto,1577.0,180.0,,1984.0,1.0,13190.0,37109.0,1194.0,53929.0,16000.0,27446.0,30425.0,138400.0
7663,jaguar,e-pace,2019.0,28-aug-2020,suv,"parf car, almost new car",auto,1757.0,147.0,,1997.0,2.0,16090.0,35001.0,1210.0,52937.0,20000.0,29975.0,33965.0,178200.0
7664,honda,jazz,2018.0,29-nov-2018,hatchback,parf car,auto,1052.0,73.0,,1318.0,1.0,8710.0,30209.0,578.0,26108.0,42338.0,15689.0,5689.0,72400.0
7665,toyota,vellfire,2015.0,30-mar-2016,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,2000.0,134.0,,2493.0,1.0,18810.0,46502.0,1792.0,49879.0,78000.0,34810.0,40734.0,117500.0
7666,porsche,cayenne,2018.0,24-jun-2020,suv,"parf car, rare & exotic, premium ad car",auto,2095.0,324.0,,2894.0,1.0,38950.0,37500.0,2262.0,178355.0,22000.0,123144.0,193660.0,485000.0
7667,land rover,range,2014.0,15-jan-2015,suv,"parf car, premium ad car",auto,2227.0,190.0,diesel,2993.0,2.0,45740.0,75200.0,3376.0,152687.0,76500.0,124615.0,196307.0,276000.0
7668,nissan,nv350,2016.0,03-aug-2016,van,premium ad car,manual,1800.0,133.66807772380292,diesel,2488.0,1.0,8660.0,41629.0,1341.5123687119956,20564.0,73207.97487437187,22962.0,1149.0,47100.0
7669,toyota,estima,2011.0,13-oct-2011,mpv,"coe car, consignment car",auto,1770.0,125.0,,2362.0,2.0,8680.0,41823.61992102917,1638.0,44184.92604233483,73207.97487437187,40396.0,40396.0,95600.0
7670,toyota,premio,2008.0,29-sep-2009,mid-sized sedan,coe car,auto,1200.0,81.0,,1496.0,1.0,7600.0,14664.0,818.0,8798.0,150000.0,19330.0,19330.0,25100.0
7671,mitsubishi,fuso,2014.0,14-nov-2014,truck,-,manual,2240.0,133.66807772380292,diesel,2998.0,1.0,10800.0,25043.0,1341.5123687119956,8069.0,73207.97487437187,31380.0,1569.0,38300.0
7672,,amg,2018.0,06-sep-2019,luxury sedan,"parf car, hybrid cars",auto,1430.0,145.0,petrol-electric,1497.0,1.0,17170.0,39400.0,684.0,68987.0,30000.0,44377.0,54128.0,181500.0
7673,lexus,ct,2011.0,18-jul-2011,hatchback,"coe car, hybrid cars",auto,1410.0,73.0,petrol-electric,1798.0,2.0,7970.0,41823.61992102917,1074.0,44184.92604233483,108032.0,41506.0,24904.0,87800.0
7674,,elantra,2017.0,29-apr-2017,mid-sized sedan,"opc car, parf car, low mileage car",auto,1345.0,93.8,,1591.0,1.0,7390.0,34600.0,238.0,29889.0,40000.0,13663.0,13663.0,53700.0
7675,nissan,nv200,2018.0,05-nov-2018,van,premium ad car,auto,1220.0,133.66807772380292,petrol,1597.0,1.0,6250.0,29501.0,1341.5123687119956,21136.0,73207.97487437187,17528.0,877.0,49300.0
7676,bentley,continental,2018.0,08-sep-2018,sports car,"parf car, low mileage car",auto,2244.0,467.0,,5950.0,1.0,83070.0,33420.0,7000.0,331149.0,21000.0,243432.0,410178.0,869000.0
7677,mercedes-benz,a45,2013.0,06-nov-2013,sports car,"parf car, premium ad car",auto,1555.0,265.0,,1991.0,5.0,35400.0,87910.0,1202.0,56548.0,73207.97487437187,50029.0,62053.0,119700.0
7678,jeep,wrangler,2018.0,31-may-2019,suv,"parf car, low mileage car",auto,2123.0,200.0,,1995.0,2.0,25790.0,35403.0,1208.0,65316.0,21000.0,41731.0,50424.0,248100.0
7679,toyota,land,2019.0,27-nov-2020,suv,"parf car, almost new car, low mileage car",auto,2510.0,234.0,,4608.0,1.0,20660.0,39889.0,4902.0,87476.0,200.0,58470.0,77246.0,252900.0
7680,honda,vezel,2015.0,11-aug-2015,suv,parf car,auto,1190.0,96.0,,1496.0,1.0,11790.0,58700.0,682.0,28563.0,73207.97487437187,18167.0,8167.0,55900.0
7681,,fit,2008.0,11-mar-2010,hatchback,coe car,auto,1010.0,73.0,,1339.0,5.0,7170.0,16604.0,708.0,11764.0,123000.0,15060.0,15060.0,27900.0
7682,bmw,116i,2012.0,27-nov-2012,hatchback,"coe car, premium ad car, low mileage car",auto,1310.0,100.0,,1598.0,1.0,10950.0,41823.61992102917,742.0,44184.92604233483,40000.0,25961.0,25961.0,60300.0
7683,audi,q3,2020.0,20-jul-2020,suv,parf car,auto,1545.0,110.0,,1395.0,1.0,15810.0,35889.0,624.0,57751.0,16000.0,30281.0,34394.0,173800.0
7684,nissan,qashqai,2015.0,17-dec-2015,suv,parf car,auto,1285.0,85.0,,1197.0,1.0,10450.0,56989.0,508.0,33993.0,57188.0,18454.0,13454.0,57000.0
7685,toyota,voxy,2016.0,11-aug-2017,mpv,parf car,auto,1600.0,112.0,,1986.0,1.0,14630.0,49899.0,1196.0,53087.0,48020.0,28006.0,31209.0,113100.0
7686,mazda,3,2015.0,29-sep-2015,mid-sized sedan,"parf car, low mileage car",auto,1321.0,88.0,,1496.0,1.0,10200.0,55399.0,682.0,29734.0,46800.0,15062.0,10062.0,51500.0
7687,bmw,116i,2020.0,15-jan-2021,hatchback,"parf car, almost new car, premium ad car, low mileage car",auto,1340.0,80.0,,1499.0,1.0,11810.0,32699.0,684.0,59059.0,3800.0,32705.0,37787.0,142800.0
7688,bmw,730li,2019.0,30-may-2019,luxury sedan,parf car,auto,1720.0,190.0,,1998.0,1.0,24970.0,42564.0,1210.0,125981.0,41000.0,84394.0,123910.0,281400.0
7689,audi,q5,2014.0,30-mar-2015,suv,"parf car, premium ad car",auto,1830.0,165.0,,1984.0,1.0,15120.0,70500.0,1194.0,60329.0,126000.0,44904.0,54866.0,90000.0
7690,bmw,x3,2011.0,02-sep-2011,suv,"coe car, low mileage car",auto,1805.0,225.0,,2979.0,2.0,10670.0,41823.61992102917,2362.0,44184.92604233483,99000.0,59578.0,59578.0,117500.0
7691,toyota,estima,2016.0,17-mar-2017,mpv,"parf car, premium ad car",auto,1780.0,125.0,,2362.0,1.0,14900.0,46229.0,1638.0,60333.0,55364.0,38700.0,46180.0,116500.0
7692,toyota,corolla,2011.0,28-jul-2011,mid-sized sedan,"coe car, premium ad car",auto,1195.0,90.0,,1598.0,1.0,8160.0,41823.61992102917,816.0,44184.92604233483,73207.97487437187,14797.0,14797.0,44900.0
7693,hyundai,santa,2009.0,12-jun-2009,suv,"coe car, low mileage car",auto,1921.0,139.3,,2656.0,3.0,10770.0,19782.0,2577.0,10948.0,120000.0,22595.0,22595.0,32800.0
7694,bentley,continental,2008.0,24-apr-2009,sports car,"coe car, premium ad car, low mileage car",auto,2350.0,412.0,,5998.0,4.0,24640.0,35411.0,9196.0,27145.0,64000.0,245737.0,245737.0,207800.0
7695,mercedes-benz,a200,2015.0,14-apr-2016,hatchback,"parf car, premium ad car",auto,1395.0,115.0,,1595.0,2.0,15670.0,46970.0,740.0,36326.0,78000.0,24227.0,20918.0,91100.0
7696,bmw,318i,2015.0,28-jan-2016,luxury sedan,"parf car, premium ad car",auto,1425.0,100.0,,1499.0,2.0,13920.0,55089.0,684.0,44829.0,77000.0,30537.0,29752.0,83400.0
7697,volkswagen,scirocco,2009.0,22-mar-2010,sports car,coe car,auto,1285.0,118.0,,1390.0,5.0,9100.0,16604.0,744.0,11864.0,73207.97487437187,24522.0,24522.0,35800.0
7698,hyundai,tucson,2016.0,27-apr-2016,suv,parf car,auto,1540.0,114.0,,1999.0,1.0,11380.0,49602.0,1212.0,35861.0,83952.0,18499.0,18499.0,68000.0
7699,lexus,es,2020.0,29-oct-2020,luxury sedan,"parf car, almost new car, low mileage car",auto,1620.0,152.0,,2487.0,1.0,16540.0,40990.0,1784.0,73889.0,6500.0,40319.0,48447.0,193400.0
7700,audi,s5,2018.0,27-jul-2018,sports car,"parf car, low mileage car",auto,1735.0,260.0,,2995.0,1.0,24670.0,31000.0,2380.0,85883.0,26700.0,63274.0,85894.0,235200.0
7701,honda,stream,2007.0,12-jun-2008,mpv,coe car,auto,1350.0,103.0,,1799.0,2.0,8230.0,18953.0,1369.0,6802.0,73207.97487437187,18078.0,18078.0,16300.0
7702,mercedes-benz,e200,2010.0,21-jun-2010,sports car,"coe car, premium ad car",auto,1685.0,135.0,,1796.0,3.0,10650.0,33568.0,1169.0,29623.0,123000.0,58555.0,58555.0,103400.0
7703,bmw,x1,2018.0,31-jan-2019,suv,"parf car, premium ad car, low mileage car",auto,1430.0,103.0,,1499.0,1.0,13350.0,33989.0,684.0,57501.0,24000.0,36399.0,42959.0,132900.0
7704,lotus,elise,2008.0,09-jan-2009,sports car,"coe car, premium ad car, low mileage car",manual,860.0,100.0,,1794.0,6.0,13770.0,31335.0,1264.0,22956.0,53516.0,38516.0,33305.0,111000.0
7705,toyota,estima,2007.0,27-jun-2008,mpv,"coe car, low mileage car",auto,1710.0,125.0,,2362.0,4.0,7670.0,37906.0,2293.0,25932.0,103000.0,27833.0,27833.0,57800.0
